,year,age_group,sex,region,value
1870,2014,60 - 64 years,Both sexes,Mid-East,30.1
1871,2014,60 - 64 years,Both sexes,Midland,13.8
1872,2014,60 - 64 years,Male,State,112.9
1873,2014,60 - 64 years,Male,Border,10.6
1874,2014,60 - 64 years,Male,West,12.0
1875,2014,60 - 64 years,Male,Mid-West,12.7
1876,2014,60 - 64 years,Male,South-East,10.6
1877,2014,60 - 64 years,Male,South-West,17.3
1878,2014,60 - 64 years,Male,Dublin,27.7
1879,2014,60 - 64 years,Male,Mid-East,15.0
1880,2014,60 - 64 years,Male,Midland,7.0
1881,2014,60 - 64 years,Female,State,113.4
1882,2014,60 - 64 years,Female,Border,10.2
1883,2014,60 - 64 years,Female,West,11.8
1884,2014,60 - 64 years,Female,Mid-West,12.3
1885,2014,60 - 64 years,Female,South-East,10.4
1886,2014,60 - 64 years,Female,South-West,17.2
1887,2014,60 - 64 years,Female,Dublin,29.8
1888,2014,60 - 64 years,Female,Mid-East,15.1
1889,2014,60 - 64 years,Female,Midland,6.7
1890,2014,65 - 69 years,Both sexes,State,197.2
1891,2014,65 - 69 years,Both sexes,Border,18.4
1892,2014,65 - 69 years,Both sexes,West,20.5
1893,2014,65 - 69 years,Both sexes,Mid-West,22.2
1894,2014,65 - 69 years,Both sexes,South-East,18.6
1895,2014,65 - 69 years,Both sexes,South-West,30.5
1896,2014,65 - 69 years,Both sexes,Dublin,49.2
1897,2014,65 - 69 years,Both sexes,Mid-East,25.9
1898,2014,65 - 69 years,Both sexes,Midland,11.9
1899,2014,65 - 69 years,Male,State,98.5
1900,2014,65 - 69 years,Male,Border,9.5
1901,2014,65 - 69 years,Male,West,10.7
1902,2014,65 - 69 years,Male,Mid-West,11.1
1903,2014,65 - 69 years,Male,South-East,9.3
1904,2014,65 - 69 years,Male,South-West,15.4
1905,2014,65 - 69 years,Male,Dublin,23.5
1906,2014,65 - 69 years,Male,Mid-East,13.0
1907,2014,65 - 69 years,Male,Midland,6.0
1908,2014,65 - 69 years,Female,State,98.7
1909,2014,65 - 69 years,Female,Border,8.9
1910,2014,65 - 69 years,Female,West,9.8
1911,2014,65 - 69 years,Female,Mid-West,11.1
1912,2014,65 - 69 years,Female,South-East,9.3
1913,2014,65 - 69 years,Female,South-West,15.1
1914,2014,65 - 69 years,Female,Dublin,25.7
1915,2014,65 - 69 years,Female,Mid-East,12.9
1916,2014,65 - 69 years,Female,Midland,5.9
1917,2014,70 - 74 years,Both sexes,State,144.4
1918,2014,70 - 74 years,Both sexes,Border,13.4
1919,2014,70 - 74 years,Both sexes,West,14.9
1920,2014,70 - 74 years,Both sexes,Mid-West,16.0
1921,2014,70 - 74 years,Both sexes,South-East,14.1
1922,2014,70 - 74 years,Both sexes,South-West,22.3
1923,2014,70 - 74 years,Both sexes,Dublin,37.2
1924,2014,70 - 74 years,Both sexes,Mid-East,18.1
1925,2014,70 - 74 years,Both sexes,Midland,8.5
1926,2014,70 - 74 years,Male,State,70.4
1927,2014,70 - 74 years,Male,Border,6.9
1928,2014,70 - 74 years,Male,West,7.5
1929,2014,70 - 74 years,Male,Mid-West,7.9
1930,2014,70 - 74 years,Male,South-East,7.0
1931,2014,70 - 74 years,Male,South-West,10.8
1932,2014,70 - 74 years,Male,Dublin,17.2
1933,2014,70 - 74 years,Male,Mid-East,9.0
1934,2014,70 - 74 years,Male,Midland,4.2
1935,2014,70 - 74 years,Female,State,74.0
1936,2014,70 - 74 years,Female,Border,6.5
1937,2014,70 - 74 years,Female,West,7.4
1938,2014,70 - 74 years,Female,Mid-West,8.1
1939,2014,70 - 74 years,Female,South-East,7.0
1940,2014,70 - 74 years,Female,South-West,11.5
1941,2014,70 - 74 years,Female,Dublin,20.0
1942,2014,70 - 74 years,Female,Mid-East,9.1
1943,2014,70 - 74 years,Female,Midland,4.3
1944,2014,75 - 79 years,Both sexes,State,109.1
1945,2014,75 - 79 years,Both sexes,Border,10.2
1946,2014,75 - 79 years,Both sexes,West,11.3
1947,2014,75 - 79 years,Both sexes,Mid-West,12.1
1948,2014,75 - 79 years,Both sexes,South-East,10.4
1949,2014,75 - 79 years,Both sexes,South-West,16.8
1950,2014,75 - 79 years,Both sexes,Dublin,29.3
1951,2014,75 - 79 years,Both sexes,Mid-East,12.3
1952,2014,75 - 79 years,Both sexes,Midland,6.6
1953,2014,75 - 79 years,Male,State,50.7
1954,2014,75 - 79 years,Male,Border,4.9
1955,2014,75 - 79 years,Male,West,5.6
1956,2014,75 - 79 years,Male,Mid-West,5.8
1957,2014,75 - 79 years,Male,South-East,4.9
1958,2014,75 - 79 years,Male,South-West,7.9
1959,2014,75 - 79 years,Male,Dublin,12.7
1960,2014,75 - 79 years,Male,Mid-East,5.8
1961,2014,75 - 79 years,Male,Midland,3.1
1962,2014,75 - 79 years,Female,State,58.4
1963,2014,75 - 79 years,Female,Border,5.3
1964,2014,75 - 79 years,Female,West,5.8
1965,2014,75 - 79 years,Female,Mid-West,6.3
1966,2014,75 - 79 years,Female,South-East,5.5
1967,2014,75 - 79 years,Female,South-West,8.9
1968,2014,75 - 79 years,Female,Dublin,16.6
1969,2014,75 - 79 years,Female,Mid-East,6.5
1970,2014,75 - 79 years,Female,Midland,3.4
1971,2014,80 - 84 years,Both sexes,State,76.1
1972,2014,80 - 84 years,Both sexes,Border,7.4
1973,2014,80 - 84 years,Both sexes,West,8.3
1974,2014,80 - 84 years,Both sexes,Mid-West,8.4
1975,2014,80 - 84 years,Both sexes,South-East,7.0
1976,2014,80 - 84 years,Both sexes,South-West,11.9
1977,2014,80 - 84 years,Both sexes,Dublin,20.7
1978,2014,80 - 84 years,Both sexes,Mid-East,7.9
1979,2014,80 - 84 years,Both sexes,Midland,4.5
1980,2014,80 - 84 years,Male,State,32.6
1981,2014,80 - 84 years,Male,Border,3.3
1982,2014,80 - 84 years,Male,West,3.7
1983,2014,80 - 84 years,Male,Mid-West,3.7
1984,2014,80 - 84 years,Male,South-East,3.1
1985,2014,80 - 84 years,Male,South-West,5.1
1986,2014,80 - 84 years,Male,Dublin,8.2
1987,2014,80 - 84 years,Male,Mid-East,3.4
1988,2014,80 - 84 years,Male,Midland,2.0
1989,2014,80 - 84 years,Female,State,43.5
1990,2014,80 - 84 years,Female,Border,4.0
1991,2014,80 - 84 years,Female,West,4.5
1992,2014,80 - 84 years,Female,Mid-West,4.7
1993,2014,80 - 84 years,Female,South-East,3.9
1994,2014,80 - 84 years,Female,South-West,6.9
1995,2014,80 - 84 years,Female,Dublin,12.5
1996,2014,80 - 84 years,Female,Mid-East,4.5
1997,2014,80 - 84 years,Female,Midland,2.5
1998,2014,85 years and over,Both sexes,State,62.7
1999,2014,85 years and over,Both sexes,Border,6.5
2000,2014,85 years and over,Both sexes,West,7.4
2001,2014,85 years and over,Both sexes,Mid-West,6.6
2002,2014,85 years and over,Both sexes,South-East,5.6
2003,2014,85 years and over,Both sexes,South-West,9.4
2004,2014,85 years and over,Both sexes,Dublin,16.6
2005,2014,85 years and over,Both sexes,Mid-East,6.9
2006,2014,85 years and over,Both sexes,Midland,3.6
2007,2014,85 years and over,Male,State,20.3
2008,2014,85 years and over,Male,Border,2.2
2009,2014,85 years and over,Male,West,2.4
2010,2014,85 years and over,Male,Mid-West,2.1
2011,2014,85 years and over,Male,South-East,1.9
2012,2014,85 years and over,Male,South-West,3.0
2013,2014,85 years and over,Male,Dublin,5.2
2014,2014,85 years and over,Male,Mid-East,2.2
2015,2014,85 years and over,Male,Midland,1.2
2016,2014,85 years and over,Female,State,42.4
2017,2014,85 years and over,Female,Border,4.3
2018,2014,85 years and over,Female,West,5.0
2019,2014,85 years and over,Female,Mid-West,4.5
2020,2014,85 years and over,Female,South-East,3.7
2021,2014,85 years and over,Female,South-West,6.5
2022,2014,85 years and over,Female,Dublin,11.4
2023,2014,85 years and over,Female,Mid-East,4.7
2024,2014,85 years and over,Female,Midland,2.4
2025,2014,All ages,Both sexes,State,4645.4
2026,2014,All ages,Both sexes,Border,392.0
2027,2014,All ages,Both sexes,West,441.1
2028,2014,All ages,Both sexes,Mid-West,471.8
2029,2014,All ages,Both sexes,South-East,413.5
2030,2014,All ages,Both sexes,South-West,679.5
2031,2014,All ages,Both sexes,Dublin,1286.4
2032,2014,All ages,Both sexes,Mid-East,671.4
2033,2014,All ages,Both sexes,Midland,289.8
2034,2014,All ages,Male,State,2299.0
2035,2014,All ages,Male,Border,195.9
2036,2014,All ages,Male,West,220.4
2037,2014,All ages,Male,Mid-West,234.8
2038,2014,All ages,Male,South-East,205.9
2039,2014,All ages,Male,South-West,337.8
2040,2014,All ages,Male,Dublin,627.7
2041,2014,All ages,Male,Mid-East,332.2
2042,2014,All ages,Male,Midland,144.3
2043,2014,All ages,Female,State,2346.4
2044,2014,All ages,Female,Border,196.1
2045,2014,All ages,Female,West,220.7
2046,2014,All ages,Female,Mid-West,236.9
2047,2014,All ages,Female,South-East,207.6
2048,2014,All ages,Female,South-West,341.6
2049,2014,All ages,Female,Dublin,658.7
2050,2014,All ages,Female,Mid-East,339.1
2051,2014,All ages,Female,Midland,145.6
2052,2015,0 - 4 years,Both sexes,State,337.9
2053,2015,0 - 4 years,Both sexes,Border,28.5
2054,2015,0 - 4 years,Both sexes,West,31.1
2055,2015,0 - 4 years,Both sexes,Mid-West,32.3
2056,2015,0 - 4 years,Both sexes,South-East,29.8
2057,2015,0 - 4 years,Both sexes,South-West,46.7
2058,2015,0 - 4 years,Both sexes,Dublin,92.0
2059,2015,0 - 4 years,Both sexes,Mid-East,55.0
2060,2015,0 - 4 years,Both sexes,Midland,22.5
2061,2015,0 - 4 years,Male,State,172.4
2062,2015,0 - 4 years,Male,Border,14.6
2063,2015,0 - 4 years,Male,West,16.0
2064,2015,0 - 4 years,Male,Mid-West,16.4
2065,2015,0 - 4 years,Male,South-East,15.3
2066,2015,0 - 4 years,Male,South-West,23.8
2067,2015,0 - 4 years,Male,Dublin,46.8
2068,2015,0 - 4 years,Male,Mid-East,27.9
2069,2015,0 - 4 years,Male,Midland,11.5
2070,2015,0 - 4 years,Female,State,165.6
2071,2015,0 - 4 years,Female,Border,13.9
2072,2015,0 - 4 years,Female,West,15.1
2073,2015,0 - 4 years,Female,Mid-West,16.0
2074,2015,0 - 4 years,Female,South-East,14.4
2075,2015,0 - 4 years,Female,South-West,22.9
2076,2015,0 - 4 years,Female,Dublin,45.2
2077,2015,0 - 4 years,Female,Mid-East,27.0
2078,2015,0 - 4 years,Female,Midland,11.0
2079,2015,5 - 9 years,Both sexes,State,349.3
2080,2015,5 - 9 years,Both sexes,Border,30.5
2081,2015,5 - 9 years,Both sexes,West,32.3
2082,2015,5 - 9 years,Both sexes,Mid-West,35.1
2083,2015,5 - 9 years,Both sexes,South-East,31.7
2084,2015,5 - 9 years,Both sexes,South-West,49.3
2085,2015,5 - 9 years,Both sexes,Dublin,88.8
2086,2015,5 - 9 years,Both sexes,Mid-East,57.9
2087,2015,5 - 9 years,Both sexes,Midland,23.7
2088,2015,5 - 9 years,Male,State,178.5
2089,2015,5 - 9 years,Male,Border,15.7
2090,2015,5 - 9 years,Male,West,16.4
2091,2015,5 - 9 years,Male,Mid-West,18.0
2092,2015,5 - 9 years,Male,South-East,16.3
2093,2015,5 - 9 years,Male,South-West,25.0
2094,2015,5 - 9 years,Male,Dublin,45.5
2095,2015,5 - 9 years,Male,Mid-East,29.5
2096,2015,5 - 9 years,Male,Midland,12.1
2097,2015,5 - 9 years,Female,State,170.8
2098,2015,5 - 9 years,Female,Border,14.8
2099,2015,5 - 9 years,Female,West,15.9
2100,2015,5 - 9 years,Female,Mid-West,17.1
2101,2015,5 - 9 years,Female,South-East,15.4
2102,2015,5 - 9 years,Female,South-West,24.3
2103,2015,5 - 9 years,Female,Dublin,43.3
2104,2015,5 - 9 years,Female,Mid-East,28.4
2105,2015,5 - 9 years,Female,Midland,11.6
2106,2015,10 - 14 years,Both sexes,State,314.4
2107,2015,10 - 14 years,Both sexes,Border,28.3
2108,2015,10 - 14 years,Both sexes,West,30.2
2109,2015,10 - 14 years,Both sexes,Mid-West,32.1
2110,2015,10 - 14 years,Both sexes,South-East,29.9
2111,2015,10 - 14 years,Both sexes,South-West,44.2
2112,2015,10 - 14 years,Both sexes,Dublin,76.5
2113,2015,10 - 14 years,Both sexes,Mid-East,51.6
2114,2015,10 - 14 years,Both sexes,Midland,21.7
2115,2015,10 - 14 years,Male,State,160.9
2116,2015,10 - 14 years,Male,Border,14.5
2117,2015,10 - 14 years,Male,West,15.4
2118,2015,10 - 14 years,Male,Mid-West,16.3
2119,2015,10 - 14 years,Male,South-East,15.3
2120,2015,10 - 14 years,Male,South-West,22.7
2121,2015,10 - 14 years,Male,Dublin,39.1
2122,2015,10 - 14 years,Male,Mid-East,26.6
2123,2015,10 - 14 years,Male,Midland,11.0
2124,2015,10 - 14 years,Female,State,153.6
2125,2015,10 - 14 years,Female,Border,13.7
2126,2015,10 - 14 years,Female,West,14.8
2127,2015,10 - 14 years,Female,Mid-West,15.9
2128,2015,10 - 14 years,Female,South-East,14.6
2129,2015,10 - 14 years,Female,South-West,21.5
2130,2015,10 - 14 years,Female,Dublin,37.3
2131,2015,10 - 14 years,Female,Mid-East,25.0
2132,2015,10 - 14 years,Female,Midland,10.7
2133,2015,15 - 19 years,Both sexes,State,296.1
2134,2015,15 - 19 years,Both sexes,Border,26.9
2135,2015,15 - 19 years,Both sexes,West,28.3
2136,2015,15 - 19 years,Both sexes,Mid-West,31.6
2137,2015,15 - 19 years,Both sexes,South-East,27.5
2138,2015,15 - 19 years,Both sexes,South-West,43.1
2139,2015,15 - 19 years,Both sexes,Dublin,74.9
2140,2015,15 - 19 years,Both sexes,Mid-East,44.3
2141,2015,15 - 19 years,Both sexes,Midland,19.4
2142,2015,15 - 19 years,Male,State,152.0
2143,2015,15 - 19 years,Male,Border,13.9
2144,2015,15 - 19 years,Male,West,14.6
2145,2015,15 - 19 years,Male,Mid-West,16.2
2146,2015,15 - 19 years,Male,South-East,14.1
2147,2015,15 - 19 years,Male,South-West,21.9
2148,2015,15 - 19 years,Male,Dublin,38.5
2149,2015,15 - 19 years,Male,Mid-East,22.9
2150,2015,15 - 19 years,Male,Midland,9.9
2151,2015,15 - 19 years,Female,State,144.1
2152,2015,15 - 19 years,Female,Border,13.1
2153,2015,15 - 19 years,Female,West,13.7
2154,2015,15 - 19 years,Female,Mid-West,15.4
2155,2015,15 - 19 years,Female,South-East,13.4
2156,2015,15 - 19 years,Female,South-West,21.2
2157,2015,15 - 19 years,Female,Dublin,36.4
2158,2015,15 - 19 years,Female,Mid-East,21.5
2159,2015,15 - 19 years,Female,Midland,9.6
2160,2015,20 - 24 years,Both sexes,State,275.5
2161,2015,20 - 24 years,Both sexes,Border,20.4
2162,2015,20 - 24 years,Both sexes,West,24.8
2163,2015,20 - 24 years,Both sexes,Mid-West,27.7
2164,2015,20 - 24 years,Both sexes,South-East,21.5
2165,2015,20 - 24 years,Both sexes,South-West,39.5
2166,2015,20 - 24 years,Both sexes,Dublin,90.8
2167,2015,20 - 24 years,Both sexes,Mid-East,35.3
2168,2015,20 - 24 years,Both sexes,Midland,15.5
2169,2015,20 - 24 years,Male,State,139.9
2170,2015,20 - 24 years,Male,Border,10.3
2171,2015,20 - 24 years,Male,West,13.0
2172,2015,20 - 24 years,Male,Mid-West,14.3
2173,2015,20 - 24 years,Male,South-East,11.2
2174,2015,20 - 24 years,Male,South-West,20.0
2175,2015,20 - 24 years,Male,Dublin,45.5
2176,2015,20 - 24 years,Male,Mid-East,17.7
2177,2015,20 - 24 years,Male,Midland,7.9
2178,2015,20 - 24 years,Female,State,135.6
2179,2015,20 - 24 years,Female,Border,10.2
2180,2015,20 - 24 years,Female,West,11.8
2181,2015,20 - 24 years,Female,Mid-West,13.4
2182,2015,20 - 24 years,Female,South-East,10.3
2183,2015,20 - 24 years,Female,South-West,19.5
2184,2015,20 - 24 years,Female,Dublin,45.3
2185,2015,20 - 24 years,Female,Mid-East,17.6
2186,2015,20 - 24 years,Female,Midland,7.5
2187,2015,25 - 29 years,Both sexes,State,298.7
2188,2015,25 - 29 years,Both sexes,Border,20.5
2189,2015,25 - 29 years,Both sexes,West,23.9
2190,2015,25 - 29 years,Both sexes,Mid-West,26.3
2191,2015,25 - 29 years,Both sexes,South-East,23.1
2192,2015,25 - 29 years,Both sexes,South-West,39.8
2193,2015,25 - 29 years,Both sexes,Dublin,110.4
2194,2015,25 - 29 years,Both sexes,Mid-East,37.6
2195,2015,25 - 29 years,Both sexes,Midland,17.0
2196,2015,25 - 29 years,Male,State,143.7
2197,2015,25 - 29 years,Male,Border,10.0
2198,2015,25 - 29 years,Male,West,11.9
2199,2015,25 - 29 years,Male,Mid-West,12.6
2200,2015,25 - 29 years,Male,South-East,11.0
2201,2015,25 - 29 years,Male,South-West,19.1
2202,2015,25 - 29 years,Male,Dublin,53.1
2203,2015,25 - 29 years,Male,Mid-East,17.8
2204,2015,25 - 29 years,Male,Midland,8.1
2205,2015,25 - 29 years,Female,State,155.0
2206,2015,25 - 29 years,Female,Border,10.5
2207,2015,25 - 29 years,Female,West,11.9
2208,2015,25 - 29 years,Female,Mid-West,13.7
2209,2015,25 - 29 years,Female,South-East,12.2
2210,2015,25 - 29 years,Female,South-West,20.7
2211,2015,25 - 29 years,Female,Dublin,57.3
2212,2015,25 - 29 years,Female,Mid-East,19.8
2213,2015,25 - 29 years,Female,Midland,8.9
2214,2015,30 - 34 years,Both sexes,State,369.2
2215,2015,30 - 34 years,Both sexes,Border,26.7
2216,2015,30 - 34 years,Both sexes,West,31.5
2217,2015,30 - 34 years,Both sexes,Mid-West,33.3
2218,2015,30 - 34 years,Both sexes,South-East,29.0
2219,2015,30 - 34 years,Both sexes,South-West,51.2
2220,2015,30 - 34 years,Both sexes,Dublin,124.6
2221,2015,30 - 34 years,Both sexes,Mid-East,50.9
2222,2015,30 - 34 years,Both sexes,Midland,21.9
2223,2015,30 - 34 years,Male,State,177.0
2224,2015,30 - 34 years,Male,Border,12.8
2225,2015,30 - 34 years,Male,West,15.1
2226,2015,30 - 34 years,Male,Mid-West,16.0
2227,2015,30 - 34 years,Male,South-East,13.8
2228,2015,30 - 34 years,Male,South-West,24.3
2229,2015,30 - 34 years,Male,Dublin,60.4
2230,2015,30 - 34 years,Male,Mid-East,24.0
2231,2015,30 - 34 years,Male,Midland,10.5
2232,2015,30 - 34 years,Female,State,192.2
2233,2015,30 - 34 years,Female,Border,13.9
2234,2015,30 - 34 years,Female,West,16.4
2235,2015,30 - 34 years,Female,Mid-West,17.3
2236,2015,30 - 34 years,Female,South-East,15.2
2237,2015,30 - 34 years,Female,South-West,26.9
2238,2015,30 - 34 years,Female,Dublin,64.2
2239,2015,30 - 34 years,Female,Mid-East,26.9
2240,2015,30 - 34 years,Female,Midland,11.5
2241,2015,35 - 39 years,Both sexes,State,379.8
2242,2015,35 - 39 years,Both sexes,Border,28.7
2243,2015,35 - 39 years,Both sexes,West,33.5
2244,2015,35 - 39 years,Both sexes,Mid-West,35.6
2245,2015,35 - 39 years,Both sexes,South-East,31.9
2246,2015,35 - 39 years,Both sexes,South-West,54.3
2247,2015,35 - 39 years,Both sexes,Dublin,115.7
2248,2015,35 - 39 years,Both sexes,Mid-East,57.2
2249,2015,35 - 39 years,Both sexes,Midland,22.8
2250,2015,35 - 39 years,Male,State,186.9
2251,2015,35 - 39 years,Male,Border,14.1
2252,2015,35 - 39 years,Male,West,16.6
2253,2015,35 - 39 years,Male,Mid-West,17.5
2254,2015,35 - 39 years,Male,South-East,15.6
2255,2015,35 - 39 years,Male,South-West,26.7
2256,2015,35 - 39 years,Male,Dublin,57.4
2257,2015,35 - 39 years,Male,Mid-East,27.8
2258,2015,35 - 39 years,Male,Midland,11.2
2259,2015,35 - 39 years,Female,State,192.9
2260,2015,35 - 39 years,Female,Border,14.7
2261,2015,35 - 39 years,Female,West,16.9
2262,2015,35 - 39 years,Female,Mid-West,18.0
2263,2015,35 - 39 years,Female,South-East,16.4
2264,2015,35 - 39 years,Female,South-West,27.6
2265,2015,35 - 39 years,Female,Dublin,58.3
2266,2015,35 - 39 years,Female,Mid-East,29.5
2267,2015,35 - 39 years,Female,Midland,11.5
2268,2015,40 - 44 years,Both sexes,State,353.0
2269,2015,40 - 44 years,Both sexes,Border,27.8
2270,2015,40 - 44 years,Both sexes,West,32.5
2271,2015,40 - 44 years,Both sexes,Mid-West,35.0
2272,2015,40 - 44 years,Both sexes,South-East,31.0
2273,2015,40 - 44 years,Both sexes,South-West,51.0
2274,2015,40 - 44 years,Both sexes,Dublin,97.8
2275,2015,40 - 44 years,Both sexes,Mid-East,56.1
2276,2015,40 - 44 years,Both sexes,Midland,21.7
2277,2015,40 - 44 years,Male,State,175.0
2278,2015,40 - 44 years,Male,Border,13.8
2279,2015,40 - 44 years,Male,West,16.1
2280,2015,40 - 44 years,Male,Mid-West,17.3
2281,2015,40 - 44 years,Male,South-East,15.3
2282,2015,40 - 44 years,Male,South-West,25.5
2283,2015,40 - 44 years,Male,Dublin,48.5
2284,2015,40 - 44 years,Male,Mid-East,27.7
2285,2015,40 - 44 years,Male,Midland,10.8
2286,2015,40 - 44 years,Female,State,178.0
2287,2015,40 - 44 years,Female,Border,14.0
2288,2015,40 - 44 years,Female,West,16.4
2289,2015,40 - 44 years,Female,Mid-West,17.8
2290,2015,40 - 44 years,Female,South-East,15.7
2291,2015,40 - 44 years,Female,South-West,25.5
2292,2015,40 - 44 years,Female,Dublin,49.3
2293,2015,40 - 44 years,Female,Mid-East,28.4
2294,2015,40 - 44 years,Female,Midland,10.9
2295,2015,45 - 49 years,Both sexes,State,317.0
2296,2015,45 - 49 years,Both sexes,Border,26.9
2297,2015,45 - 49 years,Both sexes,West,30.1
2298,2015,45 - 49 years,Both sexes,Mid-West,32.6
2299,2015,45 - 49 years,Both sexes,South-East,29.1
2300,2015,45 - 49 years,Both sexes,South-West,46.8
2301,2015,45 - 49 years,Both sexes,Dublin,82.4
2302,2015,45 - 49 years,Both sexes,Mid-East,49.0
2303,2015,45 - 49 years,Both sexes,Midland,20.2
2304,2015,45 - 49 years,Male,State,158.4
2305,2015,45 - 49 years,Male,Border,13.5
2306,2015,45 - 49 years,Male,West,15.1
2307,2015,45 - 49 years,Male,Mid-West,16.5
2308,2015,45 - 49 years,Male,South-East,14.7
2309,2015,45 - 49 years,Male,South-West,23.4
2310,2015,45 - 49 years,Male,Dublin,40.4
2311,2015,45 - 49 years,Male,Mid-East,24.5
2312,2015,45 - 49 years,Male,Midland,10.3
2313,2015,45 - 49 years,Female,State,158.6
2314,2015,45 - 49 years,Female,Border,13.4
2315,2015,45 - 49 years,Female,West,15.0
2316,2015,45 - 49 years,Female,Mid-West,16.1
2317,2015,45 - 49 years,Female,South-East,14.5
2318,2015,45 - 49 years,Female,South-West,23.4
2319,2015,45 - 49 years,Female,Dublin,42.0
2320,2015,45 - 49 years,Female,Mid-East,24.5
2321,2015,45 - 49 years,Female,Midland,9.8
2322,2015,50 - 54 years,Both sexes,State,295.2
2323,2015,50 - 54 years,Both sexes,Border,25.3
2324,2015,50 - 54 years,Both sexes,West,28.5
2325,2015,50 - 54 years,Both sexes,Mid-West,30.8
2326,2015,50 - 54 years,Both sexes,South-East,27.6
2327,2015,50 - 54 years,Both sexes,South-West,44.4
2328,2015,50 - 54 years,Both sexes,Dublin,77.0
2329,2015,50 - 54 years,Both sexes,Mid-East,43.4
2330,2015,50 - 54 years,Both sexes,Midland,18.3
2331,2015,50 - 54 years,Male,State,146.1
2332,2015,50 - 54 years,Male,Border,12.6
2333,2015,50 - 54 years,Male,West,14.2
2334,2015,50 - 54 years,Male,Mid-West,15.4
2335,2015,50 - 54 years,Male,South-East,13.7
2336,2015,50 - 54 years,Male,South-West,22.2
2337,2015,50 - 54 years,Male,Dublin,37.3
2338,2015,50 - 54 years,Male,Mid-East,21.6
